Zip,International,Admitted,Enrolled,ApplicantStatus,SexCode,School Type,RepeatingGrade,AdmissionsYr,BU Affiliation,SiblingConnection,InterviewRating,InterviewRating2,InterviewRating3,AppRecdDate,AppRecdMonth,InquiryDate,Ethnicity,Decision_Rating1,Decision_Rating2,Decision_Rating3,Decision_Rating4,SSATDate,SSATGrade,SSATVerbal,SSATQuantitative,SSATReading,SSATTotal
2446,,Y,Y,Enrolled,M,Private,N,2016,,N,,,,12/18/15,12,8/24/15,,4.3,4.3,4.3,4.3,12/12/15,8,767,779,701,2247
1776,,Y,Y,Enrolled,F,Private,N,2015,,N,4,4,4,10/12/14,10,10/12/14,Caucasian,4.92,4.5,4.17,4.67,12/13/14,8,782,800,731,2313
2148,,N,N,Rejected,M,Private,N,2005,,N,,,,1/21/05,1,11/8/04,Hispanic,3.5,3.5,3,10,12/20/04,8,315,324,302,941
2446,,Y,Y,Enrolled,F,Public,N,2007,,N,,,,11/30/06,11,10/29/06,White/Caucasian,5,5,4,5,11/12/06,8,755,764,713,2232
2446,,Y,N,Decline,F,Public,N,2013,,Y,3,4,4,12/31/12,12,9/11/12,White/Caucasian,3,4,4,4,12/8/12,8,698,659,671,2028
2130,,N,N,Rejected,F,Private,N,2006,,N,,,,1/18/06,1,1/9/06,White/Caucasian,2,4,1,7,1/20/06,8,644,620,677,1941
1923,,N,N,Rejected,F,Private,N,2010,,N,4,4,5,1/22/10,1,1/12/10,White/Caucasian,1.25,3,2.5,1.5,11/14/09,8,614,563,605,1782
2127,,N,N,Rejected,F,Parochial,N,2007,,N,,,,11/21/06,11,9/18/06,White/Caucasian,1,2.5,2.5,1,12/9/06,8,581,563,632,1776
2130,,N,N,Rejected,F,Private,N,2016,,N,,,,10/28/15,10,10/15/15,,2,2.5,3,2.5,12/12/15,8,608,668,623,1899
2136,,N,N,Rejected,F,Public,N,2006,,N,,,,2/11/06,2,9/27/05,,4,5,4,13,12/6/05,8,659,758,659,2076
2494,,Y,N,Decline,F,Private,N,2016,,N,,,,10/27/15,10,10/5/15,,4.5,4,4.5,4.5,12/12/15,8,773,758,782,2313
2067,,Y,Y,Enrolled,M,Public,N,2016,,N,,,,5/18/16,5,5/17/16,Asian American: Indian,2.95,3.08,3.08,3,,,,,,
2067,,N,N,Rejected,M,Public,N,2015,,N,4,4,4,12/8/14,12,11/17/14,Asian American: Indian,2.95,3.08,3.08,3,1/10/15,8,626,797,635,2058
,,N,N,Rejected,F,Public,N,2017,,N,,,,1/17/17,1,10/25/16,,,,,,,,,,,
2186,,N,N,Wait List,F,Public,N,2014,,N,5,5,5,2/4/14,2,1/23/14,African American,3.17,4.33,4.17,3.33,12/7/13,8,647,704,626,1977
2124,,N,N,WL-Decline,F,Public,N,2014,,N,5,5,5,11/23/13,11,10/31/13,African American,3.08,4.25,4,3.58,12/7/13,8,620,722,665,2007
2056,,Y,N,Decline,F,Private,N,2010,,N,5,5,4.5,11/24/09,11,9/29/09,White/Caucasian,4.25,4.13,4,4.13,12/12/09,8,782,782,794,2358
2481,,Y,N,Decline,M,Private,N,2007,,N,,,,1/30/07,1,9/22/06,White/Caucasian,5,5,5,5,12/9/06,8,773,788,743,2304
1867,,Y,N,Decline,F,Private,N,2015,,N,5,5,5,10/11/14,10,11/18/13,Caucasian,4.38,4.75,5,4.88,11/15/14,8,746,743,701,2190
2481,,N,N,Rejected,M,Public,N,2011,,N,,,,1/30/11,1,1/18/11,White/Caucasian,2.25,2.67,3,2.5,2/5/11,8,638,707,644,1989
2138,,Y,N,Decline,F,Private,N,2011,,N,5,5,3,11/18/10,11,7/6/10,White/Caucasian,4.83,4.75,4.67,4.67,11/13/10,8,794,725,731,2250
2467,,Y,Y,Enrolled,F,Public,N,2012,,N,4.75,5,5,1/31/12,1,10/17/11,White/Caucasian,3.33,3.92,3.83,3.7,11/12/11,8,716,749,650,2115
2152,,N,N,Wait List - FA,M,Private,N,2016,,N,,,,1/22/16,1,1/20/16,,4,4,4,4,2/7/15,9,779,782,728,2289
2152,,Y,N,Decline,M,Private,N,2015,,N,5,4,5,12/30/14,12,12/30/14,Caucasian,3.93,3.67,4.33,4,2/7/15,9,779,782,728,2289
2368,,N,N,Rejected,M,Public,N,2014,,N,4,3,3,10/16/13,10,8/24/13,African American,2,3.33,2.83,1.92,12/7/13,9,704,710,674,2088
2301,,N,N,Rejected,M,Public,N,2015,,N,4,4,4,11/25/14,11,10/3/14,African American,2.25,4,3.75,2.88,12/13/14,8,605,665,629,1899
1801,,Y,N,Decline,F,Private,N,2017,,N,,,,11/22/16,11,11/4/16,,,,,,10/15/16,8,776,758,719,2253
2446,,Y,Y,Enrolled,M,Private,N,2014,,N,3,3,4,11/19/13,11,9/15/13,Caucasian,3.88,4,4,4,1/4/14,8,761,773,701,2235
2072,,N,N,Rejected,F,Private,N,2010,,N,3.5,4.5,5,1/19/10,1,9/21/09,African American,1,1.75,2.25,1,1/9/10,8,602,566,644,1812
2150,,N,N,Rejected,M,Public,N,2006,,N,,,,2/9/06,2,10/13/05,Sudanese,2,3,1,6,2/4/06,8,572,695,617,1884
2478,,Y,Y,Enrolled,M,Private,N,2015,,N,5,5,5,1/20/15,1,1/15/15,Caucasian,4,3.88,4.25,4.13,12/13/14,8,752,758,698,2208
2143,,N,N,Rejected,M,Public,N,2006,,N,,,,2/7/06,2,12/5/05,,4,2.5,1,7.5,2/4/06,8,638,671,587,1896
2127,,N,N,Rejected,M,Parochial,N,2009,,N,2,3,3,12/8/08,12,11/6/08,White/Caucasian,2.5,2.33,2.83,2.33,12/13/08,8,659,734,662,2055
2420,,Y,Y,Enrolled,M,Private,N,2006,,N,,,,1/30/06,1,3/14/05,Middle Eastern,4,4,4,12,1/7/06,8,689,773,668,2130
2139,,N,N,Rejected,F,Public,N,2010,,N,3,4,3,1/1/10,1,1/20/10,African American,1,2,2.5,1.5,,,,,,
2301,,Y,N,Decline,F,Public,N,2007,,N,,,,11/20/06,11,10/19/06,Asian: Mongolian,5,5,5,5,11/11/06,8,800,770,779,2349
2180,,Y,N,Decline,F,Public,N,2006,,N,,,,1/18/06,1,11/8/05,Biracial,5,4,4,13,10/15/05,8,674,695,746,2115
2474,,Y,N,Decline,F,Public,N,2013,,N,5,5,5,12/31/12,12,9/9/12,White/Caucasian,4.83,3.83,3.83,4.08,12/8/12,8,779,791,740,2310
2134,,N,N,Rejected,M,Public,N,2010,,N,3,2,2,11/24/09,11,11/3/09,Hispanic,1,1.75,1.5,1,1/9/10,8,617,650,611,1878
2128,,N,N,Wait List,M,Public,N,2011,,N,4.5,4,5,1/18/11,1,9/24/10,Hispanic,3.17,3.68,3.67,3.33,12/11/10,8,620,701,680,2001
2128,,N,N,Rejected,F,Public,N,2012,,N,3,3,4,12/9/11,12,8/27/11,Hispanic,3,3.5,3.08,3.08,11/18/11,8,683,686,695,2064
1770,,N,N,Rejected,M,Parochial,N,2005,,N,,,,12/22/04,12,9/27/04,,3,2,5,10,11/29/04,8,350,342,320,1012
1905,,N,N,Rejected,F,Public,N,2008,,N,3,4,2,11/26/07,11,8/2/07,Hispanic,2.2,2.8,3,2.2,12/1/07,8,635,650,626,1911
2467,,N,N,Rejected,M,Private,N,2005,,N,,,,1/10/05,1,9/30/04,Native Hawaiian,3,4,4,11,12/3/05,8,313,343,315,971
2467,,Y,Y,Enrolled,M,Private,N,2007,,N,,,,4/25/07,4,4/7/07,Multiracial: Hispanic/Asian,4,4,4,4,12/9/06,8,716,788,704,2208
1905,,N,N,Rejected,F,Public,N,2012,,N,,,,1/17/12,1,1/17/12,LatiN/Hispanic American,1,1.5,1.5,1,,,,,,
2446,,Y,Y,Enrolled,M,Public,N,2009,,N,5,5,3,12/17/08,12,11/21/08,Hispanic,3.42,4.17,4,4,12/13/08,8,710,740,710,2160
2302,,N,N,Rejected,M,Public,N,2017,,N,,,,1/4/17,1,3/23/15,African American,,,,,12/10/16,9,683,689,653,2025
2121,,N,N,Rejected,M,Public,N,2005,,N,,,,,1,9/30/04,African American,3.5,4,1.5,9,1/8/05,8,275,318,286,879
1701,,Y,Y,Enrolled,M,Public,N,2011,BU Employee,N,5,5,5,11/30/10,11,11/7/10,White/Caucasian,4.63,4.38,4.875,4.75,1/8/11,8,797,785,734,2316
2476,,Y,N,Decline,F,Private,N,2016,,Y,,,,1/17/16,1,9/27/15,,3.3,4,4.3,4,12/12/15,8,737,662,749,2148
2476,,Y,Y,Enrolled,M,Private,N,2012,,Y,4,4,3,1/10/12,1,10/15/11,White/Caucasian,4.33,4.17,3.75,4.17,11/12/11,8,761,800,731,2292
2476,,Y,Y,Enrolled,F,Private,N,2010,,N,5,4,5,11/24/09,11,12/8/08,White/Caucasian,5,5,4.38,5,12/12/09,8,800,749,761,2310
2466,,Y,Y,Enrolled,F,Private,N,2008,,N,3,3,3,10/15/07,10,9/26/07,White/Caucasian,3.8,3,3.5,3.5,12/8/07,8,788,779,740,2307
1960,,N,N,Rejected,F,Parochial,N,2012,,N,3,3.5,3.5,9/19/11,9,8/29/11,White/Caucasian,3.17,3.25,2.92,3.25,1/7/12,8,689,761,695,2145
2148,,N,N,Rejected,M,Parochial,N,2014,,N,,,,1/30/14,1,1/30/14,African American,,,,,3/12/14,9,665,707,674,2046
2186,,Y,Y,Enrolled,F,Public,Y,2015,,N,4,4,5,1/7/15,1,10/21/14,Multiracial,4.43,4.17,3.67,3.75,1/10/15,9,785,800,725,2310
2118,,Y,Y,Enrolled,F,Public,N,2008,,N,4,4,4,1/30/08,1,9/18/07,Asian,3.5,4.2,3.2,3.6,1/12/08,8,644,770,662,2076
2138,,Y,N,Decline,M,Private,N,2008,,N,4,4.5,4.5,1/31/08,1,11/28/07,White/Caucasian,3.7,3.9,3.9,3.7,1/3/08,8,659,785,695,2139
15237,,N,N,Wait List,M,International,N,2014,,N,,,,2/9/14,2,1/28/14,Asian American,3.5,3.5,3.625,3.5,2/1/14,8,632,683,689,2004
2114,,N,N,Rejected,M,Public,N,2009,,N,4,4,4.5,12/10/08,12,11/3/08,White/Caucasian,2.92,3.17,3.33,2.58,12/13/08,9,731,728,692,2151
2138,,Y,Y,Enrolled,F,Private,N,2007,,N,,,,1/11/07,1,10/29/06,White/Caucasian,2.83,3.33,3.67,3.17,1/6/07,8,647,665,653,1965
2445,,Y,Y,Enrolled,M,Public,N,2006,,N,,,,1/24/06,1,9/18/05,White/Caucasian,4,4,4.5,12.5,12/10/05,9,731,764,725,2220
2465,,Y,Y,Enrolled,F,Public,N,2010,,N,4,4,4,10/26/09,10,7/29/09,White/Caucasian,4.38,4.63,4.75,4.63,11/14/09,8,698,755,728,2181
2131,,N,N,Wait List,F,Public,N,2007,,N,,,,12/6/06,12,9/16/06,Hispanic,3,3.33,3.33,3,12/9/06,8,638,701,680,2019
2368,,Y,N,Decline,F,Private,N,2013,,N,4,4,4,12/7/12,12,10/17/11,African American,3.42,4.5,4.17,4,1/5/13,8,752,671,740,2163
2139,,N,N,Rejected,M,Parochial,N,2017,,N,,,,1/9/17,1,9/15/15,,,,,,12/10/16,8,719,653,680,2052
2067,,Y,Y,Enrolled,M,Private,N,2008,,N,5,5,5,10/31/07,10,9/11/07,White/Caucasian,4.7,3.75,4.3,4.25,12/8/07,8,794,791,725,2310
1760,,Y,N,Decline,F,Public,N,2015,,N,4,4,4,10/20/14,10,1/20/14,Caucasian,4.75,4.5,4.25,4.75,12/13/14,8,791,737,731,2259
2478,,Y,N,Decline,M,Private,N,2005,,N,,,,1/31/05,1,9/20/04,White/Caucasian,4,4,5,13,2/1/05,9,343,349,327,1019
1852,,Y,Y,Enrolled,M,Private,N,2007,,N,,,,1/17/07,1,9/20/06,White/Caucasian,4.33,4.58,4.25,4,11/11/06,8,767,764,713,2244
2025,,N,N,Wait List,M,Private,N,2016,,N,,,,12/28/15,12,11/5/15,,3.3,3.7,3.3,3.3,12/12/15,8,731,758,680,2169
2151,,Y,N,Decline,F,Parochial,N,2015,,N,5,5,5,12/26/14,12,10/4/14,Caucasian,3.75,4.42,4.17,3.78,1/10/15,8,746,719,662,2127
1701,,N,N,Rejected,F,Public,N,2013,BU Employee,N,2,4,2,1/7/13,1,11/19/12,LatiN/Hispanic American,1.5,3.5,3,1.88,1/5/13,8,623,620,602,1845
2151,,Y,N,Decline,F,Public,N,2013,,N,4,4,4,12/29/12,12,12/2/12,African American,2.83,4.67,4.33,3.17,11/10/12,8,662,683,671,2016
2481,,Y,Y,Enrolled,F,Private,N,2016,,Y,,,,10/10/15,10,9/23/14,,4,4.7,5,5,11/14/15,8,704,779,680,2163
2481,,Y,Y,Enrolled,F,Private,N,2014,,N,4,4,4,10/4/13,10,10/28/12,Caucasian,4,4,4.13,4.13,11/9/13,8,707,761,719,2187
2136,,N,N,Rejected,F,Public,N,2016,,N,,,,1/5/16,1,9/9/15,,2,2.7,3.3,2,1/9/16,8,602,620,701,1923
1773,,Y,N,Decline,F,Private,N,2008,,N,4,4,4,11/26/07,11,1/16/07,White/Caucasian,5,5,5,5,11/20/07,8,800,755,740,2295
98125,,N,N,Rejected,M,Public,N,2016,,N,,,,10/27/15,10,5/10/15,,3.7,3,2.7,2.7,1/9/16,8,722,776,701,2199
2115,,N,N,Rejected,F,Public,N,2005,,N,,,,5/6/05,5,4/4/05,,,,,,12/11/04,8,284,314,277,875
2421,,N,N,Wait List,M,Private,N,2008,,N,4.25,4,4,10/24/07,10,3/19/07,White/Caucasian,4.2,2.8,3,3.1,1/12/08,8,731,770,728,2229
2066,,Y,Y,Enrolled,M,Public,N,2017,,N,,,,1/1/17,1,9/17/16,Caucasian,,,,,1/14/17,8,800,764,728,2292
2467,,N,N,Rejected,F,Public,N,2011,,N,5,4.5,4,1/28/11,1,9/20/10,White/Caucasian,4.75,4.5,1.75,1.5,2/5/11,9,644,800,671,2115
1890,,Y,N,Decline,M,Public,N,2016,,N,,,,12/7/15,12,9/17/15,,3,3.7,4,3,12/12/15,8,701,743,707,2151
1772,,Y,N,Decline,M,Private,N,2011,,N,4,4.5,3,12/13/10,12,10/8/10,White/Caucasian,4.08,3.83,3.67,3.93,12/11/10,8,737,791,710,2238
1876,,N,N,Rejected,F,Private,N,2006,,N,,,,1/3/06,1,9/27/05,,2,3.5,1,6,1/7/06,8,575,593,575,1743
2124,,N,N,Rejected,F,Private,N,2006,,N,,,,1/3/06,1,10/21/05,African American,3,3,2,8,,,,,,
2124,,N,N,Rejected,F,Private,N,2006,,N,,,,1/3/06,1,10/28/05,African American,2,3,1,6,1/7/06,8,611,560,569,1740
2301,,N,N,Rejected,M,Public,N,2011,BU Employee,N,,,,1/31/11,1,12/15/10,African American,1,1.25,1,1,2/5/11,8,584,560,554,1698
,Y,N,N,Rejected,M,International,N,2017,,N,,,,1/30/17,1,1/7/17,,,,,,,,,,,
2150,,N,N,Rejected,F,Public,N,2013,,N,5,5,5,12/29/12,12,12/29/12,LatiN/Hispanic American,2,2,2,2,,,,,,
2302,,N,N,Rejected,F,Public,N,2009,,N,2.5,2,2,1/23/09,1,10/30/08,African American,2,1.5,2,1,12/13/08,8,611,596,632,1839
2445,,Y,Y,Enrolled,M,Private,N,2012,,N,3.5,4,4.25,12/23/11,12,11/22/11,White/Caucasian,4,4.17,3.92,4,12/10/11,8,779,761,728,2268
2139,,Y,Y,Enrolled,F,Public,N,2017,,N,,,,12/5/16,12,11/30/16,Asian American,,,,,,,,,,
2186,,N,N,Rejected,F,Private,N,2006,,N,,,,1/11/06,1,11/2/05,White/Caucasian,4,4,4,12,1/7/06,9,779,677,698,2154
2445,,N,N,Wait List,M,Public,N,2016,,N,,,,12/8/15,12,3/28/15,,2.7,3,3.5,2.5,11/14/15,8,680,665,680,2025
2747,,N,N,WL-Decline,M,Private,N,2011,,N,,,,11/11/10,11,9/22/10,African American,4.27,4.17,4.33,4.02,11/13/10,8,785,782,713,2280
2461,,N,N,WL-Decline,F,Private,Y,2011,,N,4,4,2,11/4/10,11,9/3/10,White/Caucasian,4,3.58,3,3.33,1/28/11,9,785,800,725,2310
2494,,Y,N,Decline,F,Private,N,2006,,N,,,,1/27/06,1,9/26/05,Biracial,3.5,4,4,12,1/7/06,10,749,743,731,2223
2144,,Y,N,Decline,M,Private,N,2007,,N,,,,1/5/07,1,11/7/06,White/Caucasian,5,4.33,4,4,12/9/06,8,800,788,731,2319
2171,,N,N,Rejected,F,Private,N,2012,,N,3.5,3.5,3.5,11/30/11,11,7/7/09,White/Caucasian,2.75,3.58,3.33,2.92,12/10/11,8,653,689,683,2025
2186,,N,N,Rejected,F,Public,N,2016,,N,,,,1/6/16,1,11/29/15,,2,2,3,2,12/12/15,8,656,647,590,1893
2134,,N,N,Wait List,M,Home Schooled,N,2017,,N,,,,11/8/16,11,8/23/16,,,,,,1/7/17,8,794,677,743,2214
2116,,N,N,WL-Decline,M,Private,N,2012,,N,3.75,3.75,3.75,10/31/11,10,9/20/11,White/Caucasian,3.93,4.08,4,3.92,12/10/11,8,794,725,725,2244
2043,,N,N,WL-Decline,M,Private,N,2014,,N,4,4,3,11/12/13,11,10/2/13,Caucasian,3,3,3.25,3,12/7/13,8,731,719,674,2124
2113,,N,N,Rejected,M,Parochial,N,2005,,N,,,,1/5/05,1,10/20/04,Asian/Indian,4,4,1,9,1/8/05,8,290,298,282,870
2149,,N,N,Rejected,M,Public,N,2005,,N,,,,12/2/04,12,9/21/04,,2,3,2,7,12/20/04,8,299,333,287,919
1833,,Y,Y,Enrolled,M,Home Schooled,N,2014,,Y,5,5,5,11/30/13,11,9/1/12,Caucasian,4,4,4.42,4.03,12/7/13,8,746,734,689,2169
1833,,Y,Y,Enrolled,F,Home Schooled,N,2013,,N,5,4,4,12/7/12,12,9/13/12,White/Caucasian,3.5,4,3.83,3.5,1/5/13,8,758,644,740,2142
2472,,N,N,Wait List,F,Private,N,2011,,N,3,4,4,1/13/11,1,11/12/10,African American,3.17,3.33,2.58,2.83,1/8/11,8,671,677,713,2061
2119,,N,N,Rejected,M,Public,N,2010,,N,3,4,4,11/5/09,11,9/15/09,Hispanic,1.5,2,2,2,12/12/09,8,524,608,596,1728
1907,,Y,N,Decline,F,Private,N,2011,,N,3,3.75,3,11/11/10,11,9/26/09,White/Caucasian,3.83,4,4,4,11/13/10,8,686,743,704,2133
1890,,Y,N,Decline,M,Public,N,2007,,N,,,,1/4/07,1,10/3/06,White/Caucasian,4.67,4.67,4,4.67,12/9/06,8,800,788,731,2319
2476,,Y,N,Decline,M,Private,N,2011,,N,5,5,5,10/28/10,10,9/13/10,Multiracial: White/Asian,4.57,4.83,5,4.65,10/16/10,8,755,785,734,2274
,Y,Y,Y,Enrolled,M,International,Y,2015,,N,,,,7/16/15,7,5/26/15,Middle Eastern American,3.25,3.5,3.5,3.25,7/28/15,10,734,725,701,2160
1960,,Y,N,Decline,M,Public,N,2014,,N,4,4,5,11/22/13,11,9/26/13,LatiN/Hispanic American,3.29,4,4.33,3.75,1/4/14,8,710,677,725,2112
1960,,Y,N,Decline,M,Public,N,2013,,N,5,5,5,11/10/12,11,7/23/12,LatiN/Hispanic American,3.75,4.67,4.17,4,12/8/12,8,758,710,695,2163
2459,,N,N,WL-Decline,F,Private,N,2009,,N,3.5,4,4.5,11/25/08,11,8/28/08,White/Caucasian,2,4.33,3.67,2.75,1/10/09,8,668,605,665,1938
2139,,Y,Y,Enrolled,M,International,Y,2016,,N,,,,12/30/15,12,9/29/15,,3.3,4,3.3,3.3,12/12/15,8,734,800,647,2181
2445,,Y,N,Decline,M,Private,N,2005,,N,,,,12/29/04,12,8/26/04,Hispanic,4,5,5,14,1/6/05,8,332,339,319,990
1960,,Y,Y,Enrolled,M,Private,N,2010,,N,4,5,4,11/5/09,11,9/25/08,White/Caucasian,4.83,4,3.83,4.17,11/14/09,8,761,800,722,2283
2478,,Y,N,Decline,F,Public,N,2017,,N,,,,11/2/16,11,8/16/16,,,,,,10/15/16,8,776,767,755,2298
2461,,Y,Y,Enrolled,M,Public,N,2013,,N,4,4,4,11/4/12,11,7/29/12,Asian American,3.42,4,4,3.58,11/10/12,8,683,671,701,2055
2461,,Y,Y,Enrolled,F,Public,N,2015,,Y,3,4,3,11/23/14,11,10/5/14,Asian American,4.5,4,3.42,3.95,12/13/14,8,734,764,767,2265
2131,,N,N,Rejected,F,Public,N,2006,,N,,,,10/2/05,10,9/14/05,African American,3.5,3.5,2,9,12/16/05,8,599,698,659,1956
2108,,Y,N,Decline,M,Private,N,2016,,N,,,,10/28/15,10,7/24/15,,4.7,4.7,4.3,4.7,11/14/15,8,779,791,731,2301
1886,,Y,N,Decline,M,Public,N,2010,,N,4.5,4.5,4,1/5/10,1,12/9/09,Asian American,4.83,4.67,4.25,4.33,,,,,,
2445,,N,N,WL-Decline,M,Public,N,2009,,N,3,3,4,10/21/08,10,9/4/08,Multiracial: White/Chinese,3,2.67,3,2.5,10/11/08,8,677,761,662,2100
2138,,Y,N,Decline,F,Parochial,N,2007,,N,,,,1/11/07,1,9/27/06,White/Caucasian,3,4.33,4.33,3.83,1/6/07,8,644,683,677,2004
2143,,Y,N,Decline,F,Private,N,2017,,N,,,,11/16/16,11,10/25/16,,,,,,11/12/16,8,758,764,731,2253
2474,,N,N,WL-Decline,F,Private,N,2014,,N,3,3,3,10/6/13,10,10/6/13,Caucasian,3.25,3.92,3.75,3.5,12/13/13,8,707,659,680,2046
2368,,N,N,Rejected,M,Private,N,2005,,N,,,,11/30/04,11,10/25/04,African American,4,3.5,4.5,12,1/8/05,8,288,283,292,863
2459,,Y,Y,Enrolled,M,Private,N,2014,,N,4,4,5,10/14/13,10,10/14/13,Caucasian,3.25,3.67,3.83,3.53,1/4/14,8,665,689,686,2040
2021,,Y,N,Decline,F,Public,N,2009,,N,4,4,3.5,12/22/08,12,12/14/08,Asian American: Indian,3.25,3.75,3.5,3.5,1/10/09,8,644,737,683,2064
2176,,N,N,Rejected,M,Public,N,2017,BUA Fac/Staff,N,,,,11/8/16,11,8/21/16,,,,,,1/7/17,8,590,629,623,1842
2141,,N,N,Rejected,M,Public,N,2005,,N,,,,11/19/04,11,9/28/04,Hispanic,3,4,1,8,12/11/04,8,292,277,275,844
2141,,N,N,Rejected,M,Public,N,2005,,N,,,,12/13/04,12,10/29/04,Hispanic,3,3,1,7,12/11/04,8,273,299,281,853
1864,,Y,N,Decline,M,Private,N,2017,,N,,,,11/2/16,11,5/24/16,,,,,,4/23/16,8,752,800,692,2244
2180,,Y,N,Decline,M,Private,N,2015,,N,4,4,4,11/9/14,11,10/6/13,Caucasian,4.67,4,4.5,4.5,11/15/14,8,800,797,692,2289
2180,,Y,N,Decline,F,Private,N,2017,,N,,,,10/5/16,10,10/5/16,Caucasian,,,,,11/12/16,8,800,797,782,2379
1721,,Y,Y,Enrolled,M,Public,N,2014,,N,4,4,4,12/31/13,12,12/31/13,Asian American,4.67,4.33,3,4,1/4/14,8,740,800,734,2274
1940,,N,N,WL-Decline,M,Public,N,2015,,N,4,4,4,9/8/14,9,7/30/14,Caucasian,2.83,3.33,3.5,3.17,1/10/15,8,692,650,674,2016
2038,,N,N,Rejected,M,Public,N,2010,,N,3,3,2,1/26/10,1,9/18/09,White/Caucasian,2.88,3,2.88,2.75,11/14/10,8,677,698,683,2058
2476,,Y,Y,Enrolled,M,Private,N,2013,,N,3,3,4,12/31/12,12,12/2/12,White/Caucasian,3.83,3.17,3.17,3.25,11/10/12,8,764,779,707,2250
2155,,N,N,Rejected,F,Public,N,2016,,N,,,,1/25/16,1,10/29/15,,3,3.3,3,3,10/17/15,8,722,692,698,2112
1905,,Y,N,Decline,F,Public,N,2010,,N,4,5,4.5,11/24/09,11,10/5/09,White/Caucasian,4.25,4.25,3.5,3.88,12/12/09,8,776,743,761,2280
2132,,Y,N,Decline,M,Home Schooled,N,2008,,N,4,4,4,1/4/08,1,11/14/07,White/Caucasian,3.8,4.7,4,4.3,12/8/07,8,695,710,692,2097
2090,,N,N,Rejected,M,Private,N,2014,,N,3,3,3,12/8/13,12,11/7/13,Caucasian,3.08,3.33,3.08,3.08,1/4/14,8,734,695,674,2103
2139,,N,N,Rejected,F,Public,N,2009,,N,4,4,5,1/30/09,1,1/30/09,African American: Ethiopian,1.75,2.75,3.5,2,11/15/08,8,626,668,617,1911
2215,,N,N,Rejected,M,Parochial,N,2007,,N,,,,11/30/06,11,10/5/05,African American,1.5,2,3.5,1.5,12/9/06,7,692,641,638,1971
2766,,N,N,Rejected,M,Parochial,N,2017,,N,,,,1/31/17,1,9/29/15,,,,,,12/3/16,8,617,689,623,1929
2186,,Y,Y,Enrolled,M,Private,N,2017,,N,,,,10/17/16,10,9/8/16,Caucasian,,,,,12/10/16,8,764,734,698,2196
2140,,N,N,Rejected,F,Public,N,2005,,N,,,,1/12/05,1,9/28/04,African American,3,3,1,7,12/11/04,8,273,277,269,819
2472,,Y,N,Decline,M,Public,N,2010,,N,5,5,5,11/10/09,11,11/3/09,White/Caucasian,4,4.5,4.5,4.5,12/12/09,8,761,737,713,2211
2184,,N,N,Rejected,F,Public,N,2013,,N,5,5,5,1/17/13,1,12/2/12,African American,1.75,4.5,3.75,2.5,11/10/12,8,632,626,632,1890
2186,,Y,N,Decline,M,Public,N,2005,,N,,,,11/23/04,11,11/1/04,White/Caucasian,5,5,4.5,14.5,12/20/04,8,324,340,327,991
2145,,N,N,WL-Decline,F,Private,N,2009,,N,3.5,3,3.5,12/10/08,12,9/29/08,Asian: Tibetan,2.5,4,4,3.08,1/10/09,8,662,674,653,1989
2139,,N,N,Rejected,F,Parochial,N,2006,,N,,,,12/19/05,12,8/29/05,,2,3,2,7,12/10/05,8,638,629,680,1947
2128,,N,N,Rejected,F,International,N,2006,,N,,,,11/22/05,11,11/15/05,Bulgarian,4,5,1,10,12/10/05,8,560,701,575,1836
2140,,N,N,Rejected,M,Private,N,2017,,N,,,,1/18/17,1,11/8/16,,,,,,12/10/16,8,692,638,704,2034
1773,,Y,Y,Enrolled,M,Private,N,2014,,N,4,4,4,10/27/13,10,9/27/12,Middle Eastern American,3.08,3.92,4,3.5,12/30/13,8,716,743,665,2124
1773,,Y,Y,Enrolled,M,Private,N,2015,,Y,5,5,5,11/18/14,11,6/26/14,Middle Eastern American,3.67,3.25,4.33,3.68,7/31/14,8,707,788,695,2190
2445,,N,N,Rejected,F,Private,N,2010,,N,2,3,3,11/30/09,11,7/5/09,Multiracial: Mid Eastern/Asian,1.25,1.75,2,1.75,1/9/10,8,647,632,593,1872
2130,,N,N,Rejected,F,Public,N,2007,,N,,,,1/29/07,1,10/12/06,African American: Trinidadian,1,3,2.5,2,12/9/06,8,578,641,650,1869
2043,,N,N,Rejected,F,Parochial,N,2008,,N,3.5,3.5,4,11/9/07,11,9/25/07,White/Caucasian,2.8,2.8,3,2.8,11/20/07,8,632,659,719,2010
6820,,N,N,Rejected,M,unkNwn,N,2006,,N,,,,12/6/05,12,11/18/05,White/Caucasian,2,3,4,9,12/10/05,9,665,707,707,2079
2124,,N,N,Rejected,F,Public,N,2007,,N,,,,12/20/06,12,10/24/06,African American,2,4,3,2,12/9/06,8,620,701,593,1914
1945,,Y,Y,Enrolled,M,Private,N,2013,,Y,5,5,5,12/1/12,12,9/3/12,White/Caucasian,4.63,4.63,4.63,4.63,1/18/13,8,749,800,695,
1945,,Y,Y,Enrolled,M,Private,N,2009,,N,5,5,5,11/25/08,11,5/9/08,White/Caucasian,5,5,5,5,11/8/08,8,764,800,716,2280
2131,,Y,Y,Enrolled,M,Private,N,2012,,N,5,5,5,11/8/11,11,10/18/10,White/Caucasian,5,5,5,5,10/15/11,8,800,800,728,2328
2140,,Y,N,Decline,M,Private,N,2008,,N,4,4.25,3.75,10/29/07,10,8/29/07,White/Caucasian,3.9,4.2,3.8,4,1/15/08,9,776,764,740,2280
