prefix	length	first	prediction	default	objective	lower_bound	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured	curiosity
211, 359, 47, 147, 64, 183, 242	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 64, 183, 262	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	342	342	297	0.0130789473684
211, 359, 47, 147, 64, 183, 285	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	337	337	302	0.0132729970326
211, 359, 47, 147, 64, 183, 286	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	336	336	303	0.0133125
211, 359, 47, 147, 64, 183, 287	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	337	337	302	0.0132729970326
211, 359, 47, 147, 64, 183, 288	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	349	349	290	0.0128166189112
211, 359, 47, 147, 64, 183, 29	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 64, 183, 291	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 64, 183, 297	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	340	340	299	0.0131558823529
211, 359, 47, 147, 64, 183, 301	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	337	337	302	0.0132729970326
211, 359, 47, 147, 64, 183, 304	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	334	334	305	0.0133922155689
211, 359, 47, 147, 64, 183, 32	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 64, 183, 329	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	335	335	304	0.013352238806
211, 359, 47, 147, 64, 183, 332	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	332	332	307	0.0134728915663
211, 359, 47, 147, 64, 183, 337	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	326	326	313	0.0137208588957
211, 359, 47, 147, 64, 183, 338	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	351	351	288	0.0127435897436
211, 359, 47, 147, 64, 183, 360	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	343	343	296	0.0130408163265
211, 359, 47, 147, 64, 305, 111	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	343	343	296	0.0130408163265
211, 359, 47, 147, 64, 305, 126	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	342	342	297	0.0130789473684
211, 359, 47, 147, 64, 305, 140	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	340	340	299	0.0131558823529
211, 359, 47, 147, 64, 305, 143	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	340	340	299	0.0131558823529
211, 359, 47, 147, 64, 305, 155	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	340	340	299	0.0131558823529
211, 359, 47, 147, 64, 305, 161	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 64, 305, 167	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	341	341	298	0.0131173020528
211, 359, 47, 147, 64, 305, 175	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	341	341	298	0.0131173020528
211, 359, 47, 147, 64, 305, 179	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	341	341	298	0.0131173020528
211, 359, 47, 147, 64, 305, 180	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	352	352	287	0.0127073863636
211, 359, 47, 147, 64, 305, 181	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	343	343	296	0.0130408163265
211, 359, 47, 147, 64, 305, 182	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	347	347	292	0.0128904899135
211, 359, 47, 147, 64, 305, 183	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	358	358	281	0.0124944134078
211, 359, 47, 147, 64, 305, 188	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	347	347	292	0.0128904899135
211, 359, 47, 147, 64, 305, 216	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	327	327	312	0.0136788990826
211, 359, 47, 147, 64, 305, 22	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 64, 305, 239	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	337	337	302	0.0132729970326
211, 359, 47, 147, 64, 305, 242	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 64, 305, 285	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	342	342	297	0.0130789473684
211, 359, 47, 147, 64, 305, 286	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	339	339	300	0.0131946902655
211, 359, 47, 147, 64, 305, 287	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 64, 305, 288	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	353	353	286	0.012671388102
211, 359, 47, 147, 64, 305, 304	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 64, 305, 32	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	342	342	297	0.0130789473684
211, 359, 47, 147, 64, 305, 329	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	329	329	310	0.0135957446809
211, 359, 47, 147, 64, 305, 332	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	332	332	307	0.0134728915663
211, 359, 47, 147, 64, 305, 338	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	349	349	290	0.0128166189112
211, 359, 47, 147, 64, 305, 360	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	337	337	302	0.0132729970326
211, 359, 47, 147, 64, 305, 51	7	211	1, 1, 1, 1, 1, 0, 0	0	0.221397496088	0.007	0.785602503912	1.0	343	343	296	0.0130408163265
211, 359, 47, 147, 73, 161, 111	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	343	343	296	0.0130408163265
211, 359, 47, 147, 73, 161, 133	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	328	328	311	0.013637195122
211, 359, 47, 147, 73, 161, 174	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	340	340	299	0.0131558823529
211, 359, 47, 147, 73, 161, 180	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	342	342	297	0.0130789473684
211, 359, 47, 147, 73, 161, 188	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	340	340	299	0.0131558823529
211, 359, 47, 147, 73, 161, 210	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	324	324	315	0.0138055555556
211, 359, 47, 147, 73, 161, 22	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	337	337	302	0.0132729970326
211, 359, 47, 147, 73, 161, 235	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	326	326	313	0.0137208588957
211, 359, 47, 147, 73, 161, 239	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	341	341	298	0.0131173020528
211, 359, 47, 147, 73, 161, 242	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	337	337	302	0.0132729970326
211, 359, 47, 147, 73, 161, 246	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	324	324	315	0.0138055555556
211, 359, 47, 147, 73, 161, 249	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	327	327	312	0.0136788990826
211, 359, 47, 147, 73, 161, 250	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	341	341	298	0.0131173020528
211, 359, 47, 147, 73, 161, 29	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	342	342	297	0.0130789473684
211, 359, 47, 147, 73, 161, 32	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 73, 161, 326	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 73, 161, 48	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	324	324	315	0.0138055555556
211, 359, 47, 147, 73, 161, 61	7	211	1, 1, 1, 1, 1, 0, 0	0	0.21513771518	0.007	0.79186228482	1.0	323	323	316	0.0138482972136
211, 359, 47, 147, 73, 161, 64	7	211	1, 1, 1, 1, 1, 0, 1	0	0.144715179969	0.007	0.862284820031	1.0	363	363	276	0.0123223140496
211, 359, 47, 147, 73, 219, 111	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	345	345	294	0.0129652173913
211, 359, 47, 147, 73, 219, 13	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	345	345	294	0.0129652173913
211, 359, 47, 147, 73, 219, 130	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	330	330	309	0.0135545454545
211, 359, 47, 147, 73, 219, 131	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	353	353	286	0.012671388102
211, 359, 47, 147, 73, 219, 132	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	343	343	296	0.0130408163265
211, 359, 47, 147, 73, 219, 133	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	330	330	309	0.0135545454545
211, 359, 47, 147, 73, 219, 134	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 73, 219, 135	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	360	360	279	0.012425
211, 359, 47, 147, 73, 219, 14	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 73, 219, 142	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	352	352	287	0.0127073863636
211, 359, 47, 147, 73, 219, 143	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	355	355	284	0.0126
211, 359, 47, 147, 73, 219, 145	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	347	347	292	0.0128904899135
211, 359, 47, 147, 73, 219, 155	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 73, 219, 161	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	363	363	276	0.0123223140496
211, 359, 47, 147, 73, 219, 174	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	350	350	289	0.01278
211, 359, 47, 147, 73, 219, 18	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 73, 219, 180	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	356	356	283	0.0125646067416
211, 359, 47, 147, 73, 219, 188	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 73, 219, 201	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	334	334	305	0.0133922155689
211, 359, 47, 147, 73, 219, 202	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	332	332	307	0.0134728915663
211, 359, 47, 147, 73, 219, 203	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	330	330	309	0.0135545454545
211, 359, 47, 147, 73, 219, 204	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	358	358	281	0.0124944134078
211, 359, 47, 147, 73, 219, 21	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	338	338	301	0.0132337278107
211, 359, 47, 147, 73, 219, 210	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	326	326	313	0.0137208588957
211, 359, 47, 147, 73, 219, 22	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	345	345	294	0.0129652173913
211, 359, 47, 147, 73, 219, 23	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	352	352	287	0.0127073863636
211, 359, 47, 147, 73, 219, 231	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	347	347	292	0.0128904899135
211, 359, 47, 147, 73, 219, 233	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	351	351	288	0.0127435897436
211, 359, 47, 147, 73, 219, 234	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	334	334	305	0.0133922155689
211, 359, 47, 147, 73, 219, 236	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	351	351	288	0.0127435897436
211, 359, 47, 147, 73, 219, 237	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 73, 219, 238	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 73, 219, 24	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	349	349	290	0.0128166189112
211, 359, 47, 147, 73, 219, 240	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	336	336	303	0.0133125
211, 359, 47, 147, 73, 219, 243	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	345	345	294	0.0129652173913
211, 359, 47, 147, 73, 219, 244	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 73, 219, 245	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	360	360	279	0.012425
211, 359, 47, 147, 73, 219, 247	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	330	330	309	0.0135545454545
211, 359, 47, 147, 73, 219, 248	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	343	343	296	0.0130408163265
211, 359, 47, 147, 73, 219, 251	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 73, 219, 252	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	354	354	285	0.0126355932203
211, 359, 47, 147, 73, 219, 253	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	331	331	308	0.0135135951662
211, 359, 47, 147, 73, 219, 254	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 73, 219, 255	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	330	330	309	0.0135545454545
211, 359, 47, 147, 73, 219, 256	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	363	363	276	0.0123223140496
211, 359, 47, 147, 73, 219, 257	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	362	362	277	0.0123563535912
211, 359, 47, 147, 73, 219, 260	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 73, 219, 264	7	211	1, 1, 1, 1, 1, 1, 1	0	0.0758575899844	0.007	0.931142410016	1.0	364	364	275	0.0122884615385
211, 359, 47, 147, 73, 219, 27	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	349	349	290	0.0128166189112
211, 359, 47, 147, 73, 219, 28	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	345	345	294	0.0129652173913
211, 359, 47, 147, 73, 219, 289	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 73, 219, 29	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	353	353	286	0.012671388102
211, 359, 47, 147, 73, 219, 290	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	347	347	292	0.0128904899135
211, 359, 47, 147, 73, 219, 293	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	355	355	284	0.0126
211, 359, 47, 147, 73, 219, 294	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	352	352	287	0.0127073863636
211, 359, 47, 147, 73, 219, 295	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 73, 219, 3	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	332	332	307	0.0134728915663
211, 359, 47, 147, 73, 219, 302	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 73, 219, 32	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	351	351	288	0.0127435897436
211, 359, 47, 147, 73, 219, 352	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 73, 219, 372	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	359	359	280	0.0124596100279
211, 359, 47, 147, 73, 219, 4	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 73, 219, 48	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	332	332	307	0.0134728915663
211, 359, 47, 147, 73, 219, 57	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	330	330	309	0.0135545454545
211, 359, 47, 147, 73, 219, 60	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	345	345	294	0.0129652173913
211, 359, 47, 147, 73, 219, 61	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	325	325	314	0.0137630769231
211, 359, 47, 147, 73, 219, 62	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	349	349	290	0.0128166189112
211, 359, 47, 147, 73, 219, 64	7	211	1, 1, 1, 1, 1, 1, 1	0	0.0742926447574	0.007	0.932707355243	1.0	365	365	274	0.0122547945205
211, 359, 47, 147, 73, 219, 67	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	350	350	289	0.01278
211, 359, 47, 147, 73, 219, 92	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	343	343	296	0.0130408163265
211, 359, 47, 147, 73, 264, 111	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	345	345	294	0.0129652173913
211, 359, 47, 147, 73, 264, 127	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 73, 264, 133	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	330	330	309	0.0135545454545
211, 359, 47, 147, 73, 264, 143	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	355	355	284	0.0126
211, 359, 47, 147, 73, 264, 148	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	342	342	297	0.0130789473684
211, 359, 47, 147, 73, 264, 155	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 73, 264, 161	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	363	363	276	0.0123223140496
211, 359, 47, 147, 73, 264, 17	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	352	352	287	0.0127073863636
211, 359, 47, 147, 73, 264, 174	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	350	350	289	0.01278
211, 359, 47, 147, 73, 264, 176	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 73, 264, 180	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	356	356	283	0.0125646067416
211, 359, 47, 147, 73, 264, 184	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	335	335	304	0.013352238806
211, 359, 47, 147, 73, 264, 185	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	329	329	310	0.0135957446809
211, 359, 47, 147, 73, 264, 188	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 73, 264, 191	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	347	347	292	0.0128904899135
211, 359, 47, 147, 73, 264, 192	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	362	362	277	0.0123563535912
211, 359, 47, 147, 73, 264, 210	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	326	326	313	0.0137208588957
211, 359, 47, 147, 73, 264, 213	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	329	329	310	0.0135957446809
211, 359, 47, 147, 73, 264, 218	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 73, 264, 22	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	345	345	294	0.0129652173913
211, 359, 47, 147, 73, 264, 235	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	331	331	308	0.0135135951662
211, 359, 47, 147, 73, 264, 239	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 73, 264, 242	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	348	348	291	0.0128534482759
211, 359, 47, 147, 73, 264, 246	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	326	326	313	0.0137208588957
211, 359, 47, 147, 73, 264, 249	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	333	333	306	0.0134324324324
211, 359, 47, 147, 73, 264, 25	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	346	346	293	0.0129277456647
211, 359, 47, 147, 73, 264, 250	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	354	354	285	0.0126355932203
211, 359, 47, 147, 73, 264, 271	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	347	347	292	0.0128904899135
211, 359, 47, 147, 73, 264, 29	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	353	353	286	0.012671388102
211, 359, 47, 147, 73, 264, 32	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	351	351	288	0.0127435897436
211, 359, 47, 147, 73, 264, 321	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	344	344	295	0.0130029069767
211, 359, 47, 147, 73, 264, 34	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	345	345	294	0.0129652173913
211, 359, 47, 147, 73, 264, 354	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	358	358	281	0.0124944134078
211, 359, 47, 147, 73, 264, 40	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	360	360	279	0.012425
211, 359, 47, 147, 73, 264, 48	7	211	1, 1, 1, 1, 1, 1, 0	0	0.144715179969	0.007	0.862284820031	1.0	332	332	307	0.0134728915663
