prefix	length	first	prediction	default	objective	lower_bound	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured	curiosity
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 23	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	554	554	85	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 233	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	551	551	88	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 234	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	559	558	80	0.00178890876565
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 235	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	557	557	82	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 237	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	562	562	77	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 238	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	555	555	84	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 240	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	560	560	79	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 246	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	564	563	75	0.00177304964539
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 247	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	552	552	87	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 249	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	555	555	84	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 25	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	553	553	86	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 255	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	558	557	81	0.00179211469534
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 26	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	564	563	75	0.00177304964539
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 264	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	564	564	75	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 270	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	554	554	85	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 273	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	555	555	84	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 274	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	554	554	85	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 276	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	552	551	87	0.0018115942029
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 278	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	555	555	84	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 280	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	555	554	84	0.0018018018018
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 282	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	556	556	83	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 283	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	562	562	77	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 289	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	550	550	89	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 292	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	553	553	86	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 295	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	551	550	88	0.00181488203267
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 296	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	551	550	88	0.00181488203267
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 299	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0	1	0.0328638497653	0.00156494522692	0.967136150235	0.998435054773	552	551	87	0.0018115942029
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 304	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0	1	0.0312989045383	0.0	0.968701095462	1.0	551	551	88	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 309	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	563	563	76	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 31	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	572	571	67	0.00174825174825
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 313	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	554	554	85	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 315	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	560	560	79	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 316	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	564	563	75	0.00177304964539
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 317	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	579	578	60	0.00172711571675
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 318	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	563	563	76	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 319	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	554	554	85	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 32	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	555	555	84	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 322	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	561	561	78	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 324	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.00156494522692	0.964006259781	0.998435054773	560	559	79	0.00178571428571
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 326	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0	1	0.0328638497653	0.0	0.967136150235	1.0	550	550	89	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 327	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	560	560	79	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 328	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	554	554	85	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 33	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	553	553	86	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 330	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	554	554	85	0.0
47, 64, 29, 144, 73, 147, 22, 155, 46, 48, 50, 180, 51, 126, 111, 0, 208, 66, 127, 141, 137, 149, 156, 151, 152, 128, 132, 14, 13, 18, 110, 24, 27, 143, 140, 1, 181, 188, 11, 90, 185, 16, 17, 34	44	47	1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1	1	0.0359937402191	0.0	0.964006259781	1.0	553	553	86	0.0
